country,geo,year,month,keyword,trend_score
France,FR,2023,10,BYD,4.0
France,FR,2023,10,EV charging,65.0
France,FR,2023,10,Tesla,78.8
France,FR,2023,10,electric car,1.0
France,FR,2023,10,electric vehicle,62.2
France,FR,2023,11,BYD,4.5
France,FR,2023,11,EV charging,51.75
France,FR,2023,11,Tesla,76.0
France,FR,2023,11,electric car,1.0
France,FR,2023,11,electric vehicle,70.5
France,FR,2023,12,BYD,7.67
France,FR,2023,12,EV charging,45.5
France,FR,2023,12,Tesla,83.5
France,FR,2023,12,electric car,1.0
France,FR,2023,12,electric vehicle,43.33
France,FR,2024,1,BYD,6.5
France,FR,2024,1,EV charging,34.75
France,FR,2024,1,Tesla,69.5
France,FR,2024,1,electric car,1.0
France,FR,2024,1,electric vehicle,65.25
France,FR,2024,2,BYD,10.75
France,FR,2024,2,EV charging,45.0
France,FR,2024,2,Tesla,64.5
France,FR,2024,2,electric car,1.0
France,FR,2024,2,electric vehicle,82.25
France,FR,2024,3,BYD,8.6
France,FR,2024,3,EV charging,72.0
France,FR,2024,3,Tesla,63.2
France,FR,2024,3,electric car,1.0
France,FR,2024,3,electric vehicle,60.2
France,FR,2024,4,BYD,6.25
France,FR,2024,4,EV charging,58.5
France,FR,2024,4,Tesla,70.75
France,FR,2024,4,electric car,1.0
France,FR,2024,4,electric vehicle,59.25
France,FR,2024,5,BYD,6.75
France,FR,2024,5,EV charging,32.75
France,FR,2024,5,Tesla,57.5
France,FR,2024,5,electric car,1.0
France,FR,2024,5,electric vehicle,50.0
France,FR,2024,6,BYD,9.4
France,FR,2024,6,EV charging,62.0
France,FR,2024,6,Tesla,55.4
France,FR,2024,6,electric car,1.0
France,FR,2024,6,electric vehicle,58.8
France,FR,2024,7,BYD,6.75
France,FR,2024,7,EV charging,65.0
France,FR,2024,7,Tesla,59.25
France,FR,2024,7,electric car,1.0
France,FR,2024,7,electric vehicle,43.5
France,FR,2024,8,BYD,7.0
France,FR,2024,8,EV charging,77.75
France,FR,2024,8,Tesla,66.25
France,FR,2024,8,electric car,1.0
France,FR,2024,8,electric vehicle,60.0
France,FR,2024,9,BYD,11.8
France,FR,2024,9,EV charging,47.8
France,FR,2024,9,Tesla,61.0
France,FR,2024,9,electric car,1.0
France,FR,2024,9,electric vehicle,56.4
France,FR,2024,10,BYD,20.75
France,FR,2024,10,EV charging,25.0
France,FR,2024,10,Tesla,83.25
France,FR,2024,10,electric car,1.0
France,FR,2024,10,electric vehicle,68.5
France,FR,2024,11,BYD,15.0
France,FR,2024,11,EV charging,53.25
France,FR,2024,11,Tesla,84.75
France,FR,2024,11,electric car,1.0
France,FR,2024,11,electric vehicle,60.5
France,FR,2024,12,BYD,13.2
France,FR,2024,12,EV charging,40.0
France,FR,2024,12,Tesla,84.6
France,FR,2024,12,electric car,1.0
France,FR,2024,12,electric vehicle,38.8
Germany,DE,2018,12,BYD,3.0
Germany,DE,2018,12,EV charging,0.0
Germany,DE,2018,12,Tesla,27.0
Germany,DE,2018,12,electric car,0.0
Germany,DE,2018,12,electric vehicle,0.0
Germany,DE,2019,1,BYD,4.0
Germany,DE,2019,1,EV charging,8.0
Germany,DE,2019,1,Tesla,28.25
Germany,DE,2019,1,electric car,0.0
Germany,DE,2019,1,electric vehicle,61.5
Germany,DE,2019,2,BYD,4.25
Germany,DE,2019,2,EV charging,0.0
Germany,DE,2019,2,Tesla,29.25
Germany,DE,2019,2,electric car,0.25
Germany,DE,2019,2,electric vehicle,68.75
Germany,DE,2019,3,BYD,3.8
Germany,DE,2019,3,EV charging,0.0
Germany,DE,2019,3,Tesla,34.4
Germany,DE,2019,3,electric car,0.2
Germany,DE,2019,3,electric vehicle,64.2
Germany,DE,2019,4,BYD,4.25
Germany,DE,2019,4,EV charging,8.75
Germany,DE,2019,4,Tesla,32.5
Germany,DE,2019,4,electric car,0.25
Germany,DE,2019,4,electric vehicle,69.75
Germany,DE,2019,5,BYD,3.25
Germany,DE,2019,5,EV charging,0.0
Germany,DE,2019,5,Tesla,35.75
Germany,DE,2019,5,electric car,0.0
Germany,DE,2019,5,electric vehicle,70.0
Germany,DE,2019,6,BYD,3.0
Germany,DE,2019,6,EV charging,6.2
Germany,DE,2019,6,Tesla,32.4
Germany,DE,2019,6,electric car,0.0
Germany,DE,2019,6,electric vehicle,68.6
Germany,DE,2019,7,BYD,3.0
Germany,DE,2019,7,EV charging,0.0
Germany,DE,2019,7,Tesla,33.5
Germany,DE,2019,7,electric car,0.0
Germany,DE,2019,7,electric vehicle,65.5
Germany,DE,2019,8,BYD,3.0
Germany,DE,2019,8,EV charging,0.0
Germany,DE,2019,8,Tesla,28.5
Germany,DE,2019,8,electric car,0.0
Germany,DE,2019,8,electric vehicle,54.25
Germany,DE,2019,9,BYD,3.2
Germany,DE,2019,9,EV charging,0.0
Germany,DE,2019,9,Tesla,30.6
Germany,DE,2019,9,electric car,0.8
Germany,DE,2019,9,electric vehicle,65.2
Germany,DE,2019,10,BYD,3.0
Germany,DE,2019,10,EV charging,9.75
Germany,DE,2019,10,Tesla,31.25
Germany,DE,2019,10,electric car,0.75
Germany,DE,2019,10,electric vehicle,58.75
Germany,DE,2019,11,BYD,3.0
Germany,DE,2019,11,EV charging,0.0
Germany,DE,2019,11,Tesla,75.0
Germany,DE,2019,11,electric car,0.25
Germany,DE,2019,11,electric vehicle,61.5
Germany,DE,2019,12,BYD,2.5
Germany,DE,2019,12,EV charging,0.0
Germany,DE,2019,12,Tesla,41.83
Germany,DE,2019,12,electric car,0.33
Germany,DE,2019,12,electric vehicle,57.33
Germany,DE,2020,1,BYD,4.25
Germany,DE,2020,1,EV charging,0.0
Germany,DE,2020,1,Tesla,41.75
Germany,DE,2020,1,electric car,0.0
Germany,DE,2020,1,electric vehicle,86.0
Germany,DE,2020,2,BYD,3.25
Germany,DE,2020,2,EV charging,0.0
Germany,DE,2020,2,Tesla,57.0
Germany,DE,2020,2,electric car,0.0
Germany,DE,2020,2,electric vehicle,75.0
Germany,DE,2020,3,BYD,2.2
Germany,DE,2020,3,EV charging,10.4
Germany,DE,2020,3,Tesla,34.8
Germany,DE,2020,3,electric car,0.0
Germany,DE,2020,3,electric vehicle,64.4
Germany,DE,2020,4,BYD,2.0
Germany,DE,2020,4,EV charging,0.0
Germany,DE,2020,4,Tesla,33.0
Germany,DE,2020,4,electric car,0.0
Germany,DE,2020,4,electric vehicle,47.5
Germany,DE,2020,5,BYD,2.2
Germany,DE,2020,5,EV charging,0.0
Germany,DE,2020,5,Tesla,33.8
Germany,DE,2020,5,electric car,0.0
Germany,DE,2020,5,electric vehicle,49.6
Germany,DE,2020,6,BYD,3.25
Germany,DE,2020,6,EV charging,24.0
Germany,DE,2020,6,Tesla,40.75
Germany,DE,2020,6,electric car,0.0
Germany,DE,2020,6,electric vehicle,59.25
Germany,DE,2020,7,BYD,6.25
Germany,DE,2020,7,EV charging,0.0
Germany,DE,2020,7,Tesla,56.75
Germany,DE,2020,7,electric car,0.0
Germany,DE,2020,7,electric vehicle,58.5
Germany,DE,2020,8,BYD,4.4
Germany,DE,2020,8,EV charging,13.4
Germany,DE,2020,8,Tesla,59.2
Germany,DE,2020,8,electric car,0.0
Germany,DE,2020,8,electric vehicle,53.6
Germany,DE,2020,9,BYD,7.75
Germany,DE,2020,9,EV charging,7.25
Germany,DE,2020,9,Tesla,74.75
Germany,DE,2020,9,electric car,0.0
Germany,DE,2020,9,electric vehicle,53.0
Germany,DE,2020,10,BYD,11.5
Germany,DE,2020,10,EV charging,10.25
Germany,DE,2020,10,Tesla,44.25
Germany,DE,2020,10,electric car,0.0
Germany,DE,2020,10,electric vehicle,60.0
Germany,DE,2020,11,BYD,15.8
Germany,DE,2020,11,EV charging,12.6
Germany,DE,2020,11,Tesla,49.0
Germany,DE,2020,11,electric car,0.0
Germany,DE,2020,11,electric vehicle,71.8
Germany,DE,2020,12,BYD,11.4
Germany,DE,2020,12,EV charging,8.4
Germany,DE,2020,12,Tesla,48.0
Germany,DE,2020,12,electric car,0.0
Germany,DE,2020,12,electric vehicle,60.4
Germany,DE,2021,1,BYD,20.4
Germany,DE,2021,1,EV charging,31.8
Germany,DE,2021,1,Tesla,74.4
Germany,DE,2021,1,electric car,0.2
Germany,DE,2021,1,electric vehicle,76.2
Germany,DE,2021,2,BYD,17.75
Germany,DE,2021,2,EV charging,18.75
Germany,DE,2021,2,Tesla,64.0
Germany,DE,2021,2,electric car,0.25
Germany,DE,2021,2,electric vehicle,64.5
Germany,DE,2021,3,BYD,16.75
Germany,DE,2021,3,EV charging,8.75
Germany,DE,2021,3,Tesla,63.75
Germany,DE,2021,3,electric car,0.0
Germany,DE,2021,3,electric vehicle,78.5
Germany,DE,2021,4,BYD,13.75
Germany,DE,2021,4,EV charging,14.75
Germany,DE,2021,4,Tesla,51.75
Germany,DE,2021,4,electric car,0.0
Germany,DE,2021,4,electric vehicle,71.0
Germany,DE,2021,5,BYD,14.4
Germany,DE,2021,5,EV charging,13.8
Germany,DE,2021,5,Tesla,49.6
Germany,DE,2021,5,electric car,0.0
Germany,DE,2021,5,electric vehicle,53.8
Germany,DE,2021,6,BYD,15.5
Germany,DE,2021,6,EV charging,17.75
Germany,DE,2021,6,Tesla,42.5
Germany,DE,2021,6,electric car,0.0
Germany,DE,2021,6,electric vehicle,67.25
Germany,DE,2021,7,BYD,13.5
Germany,DE,2021,7,EV charging,29.0
Germany,DE,2021,7,Tesla,43.75
Germany,DE,2021,7,electric car,0.25
Germany,DE,2021,7,electric vehicle,47.75
Germany,DE,2021,8,BYD,15.0
Germany,DE,2021,8,EV charging,16.6
Germany,DE,2021,8,Tesla,48.6
Germany,DE,2021,8,electric car,0.0
Germany,DE,2021,8,electric vehicle,56.4
Germany,DE,2021,9,BYD,11.5
Germany,DE,2021,9,EV charging,18.5
Germany,DE,2021,9,Tesla,45.5
Germany,DE,2021,9,electric car,0.25
Germany,DE,2021,9,electric vehicle,59.25
Germany,DE,2021,10,BYD,14.0
Germany,DE,2021,10,EV charging,36.2
Germany,DE,2021,10,Tesla,73.6
Germany,DE,2021,10,electric car,0.0
Germany,DE,2021,10,electric vehicle,68.8
Germany,DE,2021,11,BYD,12.5
Germany,DE,2021,11,EV charging,36.25
Germany,DE,2021,11,Tesla,67.75
Germany,DE,2021,11,electric car,0.0
Germany,DE,2021,11,electric vehicle,82.5
Germany,DE,2021,12,BYD,9.2
Germany,DE,2021,12,EV charging,15.2
Germany,DE,2021,12,Tesla,61.8
Germany,DE,2021,12,electric car,0.0
Germany,DE,2021,12,electric vehicle,37.8
Germany,DE,2022,1,BYD,10.8
Germany,DE,2022,1,EV charging,32.4
Germany,DE,2022,1,Tesla,74.2
Germany,DE,2022,1,electric car,1.0
Germany,DE,2022,1,electric vehicle,69.4
Germany,DE,2022,2,BYD,11.25
Germany,DE,2022,2,EV charging,40.25
Germany,DE,2022,2,Tesla,64.5
Germany,DE,2022,2,electric car,1.0
Germany,DE,2022,2,electric vehicle,77.5
Germany,DE,2022,3,BYD,12.75
Germany,DE,2022,3,EV charging,37.0
Germany,DE,2022,3,Tesla,82.0
Germany,DE,2022,3,electric car,1.0
Germany,DE,2022,3,electric vehicle,76.75
Germany,DE,2022,4,BYD,10.25
Germany,DE,2022,4,EV charging,42.75
Germany,DE,2022,4,Tesla,77.0
Germany,DE,2022,4,electric car,1.0
Germany,DE,2022,4,electric vehicle,60.0
Germany,DE,2022,5,BYD,11.2
Germany,DE,2022,5,EV charging,39.2
Germany,DE,2022,5,Tesla,63.6
Germany,DE,2022,5,electric car,1.0
Germany,DE,2022,5,electric vehicle,59.0
Germany,DE,2022,6,BYD,12.75
Germany,DE,2022,6,EV charging,39.75
Germany,DE,2022,6,Tesla,57.5
Germany,DE,2022,6,electric car,1.0
Germany,DE,2022,6,electric vehicle,70.5
Germany,DE,2022,7,BYD,15.2
Germany,DE,2022,7,EV charging,47.6
Germany,DE,2022,7,Tesla,58.4
Germany,DE,2022,7,electric car,1.0
Germany,DE,2022,7,electric vehicle,52.8
Germany,DE,2022,8,BYD,13.0
Germany,DE,2022,8,EV charging,48.25
Germany,DE,2022,8,Tesla,58.5
Germany,DE,2022,8,electric car,1.0
Germany,DE,2022,8,electric vehicle,63.5
Germany,DE,2022,9,BYD,11.5
Germany,DE,2022,9,EV charging,24.75
Germany,DE,2022,9,Tesla,53.0
Germany,DE,2022,9,electric car,1.0
Germany,DE,2022,9,electric vehicle,50.25
Germany,DE,2022,10,BYD,13.8
Germany,DE,2022,10,EV charging,39.2
Germany,DE,2022,10,Tesla,54.6
Germany,DE,2022,10,electric car,1.0
Germany,DE,2022,10,electric vehicle,53.4
Germany,DE,2022,11,BYD,10.75
Germany,DE,2022,11,EV charging,39.5
Germany,DE,2022,11,Tesla,55.5
Germany,DE,2022,11,electric car,0.75
Germany,DE,2022,11,electric vehicle,59.25
Germany,DE,2022,12,BYD,10.0
Germany,DE,2022,12,EV charging,37.5
Germany,DE,2022,12,Tesla,71.25
Germany,DE,2022,12,electric car,1.0
Germany,DE,2022,12,electric vehicle,54.0
Germany,DE,2023,1,BYD,13.6
Germany,DE,2023,1,EV charging,13.0
Germany,DE,2023,1,Tesla,91.8
Germany,DE,2023,1,electric car,1.0
Germany,DE,2023,1,electric vehicle,15.0
Germany,DE,2023,2,BYD,13.5
Germany,DE,2023,2,EV charging,13.75
Germany,DE,2023,2,Tesla,76.75
Germany,DE,2023,2,electric car,1.0
Germany,DE,2023,2,electric vehicle,17.5
Germany,DE,2023,3,BYD,13.0
Germany,DE,2023,3,EV charging,13.5
Germany,DE,2023,3,Tesla,68.75
Germany,DE,2023,3,electric car,1.0
Germany,DE,2023,3,electric vehicle,15.0
Germany,DE,2023,4,BYD,15.0
Germany,DE,2023,4,EV charging,12.4
Germany,DE,2023,4,Tesla,66.6
Germany,DE,2023,4,electric car,1.0
Germany,DE,2023,4,electric vehicle,16.2
Germany,DE,2023,5,BYD,15.5
Germany,DE,2023,5,EV charging,13.5
Germany,DE,2023,5,Tesla,62.0
Germany,DE,2023,5,electric car,1.0
Germany,DE,2023,5,electric vehicle,17.25
Germany,DE,2023,6,BYD,15.0
Germany,DE,2023,6,EV charging,16.0
Germany,DE,2023,6,Tesla,69.0
Germany,DE,2023,6,electric car,1.0
Germany,DE,2023,6,electric vehicle,17.75
Germany,DE,2023,7,BYD,15.6
Germany,DE,2023,7,EV charging,16.2
Germany,DE,2023,7,Tesla,68.4
Germany,DE,2023,7,electric car,1.0
Germany,DE,2023,7,electric vehicle,19.6
Germany,DE,2023,8,BYD,15.5
Germany,DE,2023,8,EV charging,14.25
Germany,DE,2023,8,Tesla,65.0
Germany,DE,2023,8,electric car,1.0
Germany,DE,2023,8,electric vehicle,13.75
Germany,DE,2023,9,BYD,19.0
Germany,DE,2023,9,EV charging,42.25
Germany,DE,2023,9,Tesla,65.5
Germany,DE,2023,9,electric car,1.0
Germany,DE,2023,9,electric vehicle,16.75
Germany,DE,2023,10,BYD,15.0
Germany,DE,2023,10,EV charging,19.0
Germany,DE,2023,10,Tesla,59.6
Germany,DE,2023,10,electric car,1.0
Germany,DE,2023,10,electric vehicle,16.8
Germany,DE,2023,11,BYD,14.0
Germany,DE,2023,11,EV charging,15.75
Germany,DE,2023,11,Tesla,56.75
Germany,DE,2023,11,electric car,1.0
Germany,DE,2023,11,electric vehicle,20.0
Germany,DE,2023,12,BYD,16.83
Germany,DE,2023,12,EV charging,16.5
Germany,DE,2023,12,Tesla,55.0
Germany,DE,2023,12,electric car,1.0
Germany,DE,2023,12,electric vehicle,23.17
Germany,DE,2024,1,BYD,20.25
Germany,DE,2024,1,EV charging,49.25
Germany,DE,2024,1,Tesla,68.25
Germany,DE,2024,1,electric car,1.0
Germany,DE,2024,1,electric vehicle,57.0
Germany,DE,2024,2,BYD,27.25
Germany,DE,2024,2,EV charging,55.0
Germany,DE,2024,2,Tesla,62.25
Germany,DE,2024,2,electric car,1.0
Germany,DE,2024,2,electric vehicle,47.5
Germany,DE,2024,3,BYD,20.4
Germany,DE,2024,3,EV charging,56.4
Germany,DE,2024,3,Tesla,66.0
Germany,DE,2024,3,electric car,1.0
Germany,DE,2024,3,electric vehicle,61.2
Germany,DE,2024,4,BYD,18.0
Germany,DE,2024,4,EV charging,54.5
Germany,DE,2024,4,Tesla,73.25
Germany,DE,2024,4,electric car,1.0
Germany,DE,2024,4,electric vehicle,71.5
Germany,DE,2024,5,BYD,16.5
Germany,DE,2024,5,EV charging,61.5
Germany,DE,2024,5,Tesla,57.0
Germany,DE,2024,5,electric car,1.0
Germany,DE,2024,5,electric vehicle,66.5
Germany,DE,2024,6,BYD,27.4
Germany,DE,2024,6,EV charging,54.4
Germany,DE,2024,6,Tesla,56.2
Germany,DE,2024,6,electric car,1.0
Germany,DE,2024,6,electric vehicle,65.8
Germany,DE,2024,7,BYD,16.25
Germany,DE,2024,7,EV charging,48.5
Germany,DE,2024,7,Tesla,62.5
Germany,DE,2024,7,electric car,1.0
Germany,DE,2024,7,electric vehicle,63.75
Germany,DE,2024,8,BYD,14.0
Germany,DE,2024,8,EV charging,51.75
Germany,DE,2024,8,Tesla,52.5
Germany,DE,2024,8,electric car,1.0
Germany,DE,2024,8,electric vehicle,71.5
Germany,DE,2024,9,BYD,17.6
Germany,DE,2024,9,EV charging,63.4
Germany,DE,2024,9,Tesla,53.8
Germany,DE,2024,9,electric car,1.0
Germany,DE,2024,9,electric vehicle,66.6
Germany,DE,2024,10,BYD,21.25
Germany,DE,2024,10,EV charging,53.5
Germany,DE,2024,10,Tesla,69.5
Germany,DE,2024,10,electric car,1.0
Germany,DE,2024,10,electric vehicle,62.75
Germany,DE,2024,11,BYD,17.75
Germany,DE,2024,11,EV charging,53.0
Germany,DE,2024,11,Tesla,82.75
Germany,DE,2024,11,electric car,1.0
Germany,DE,2024,11,electric vehicle,71.5
Germany,DE,2024,12,BYD,17.4
Germany,DE,2024,12,EV charging,44.6
Germany,DE,2024,12,Tesla,76.0
Germany,DE,2024,12,electric car,1.0
Germany,DE,2024,12,electric vehicle,66.0
India,IN,2018,12,BYD,1.0
India,IN,2018,12,EV charging,3.0
India,IN,2018,12,Tesla,27.0
India,IN,2018,12,electric car,9.0
India,IN,2018,12,electric vehicle,19.0
India,IN,2019,1,BYD,1.0
India,IN,2019,1,EV charging,3.25
India,IN,2019,1,Tesla,28.75
India,IN,2019,1,electric car,10.5
India,IN,2019,1,electric vehicle,23.5
India,IN,2019,2,BYD,1.0
India,IN,2019,2,EV charging,3.5
India,IN,2019,2,Tesla,26.25
India,IN,2019,2,electric car,10.25
India,IN,2019,2,electric vehicle,23.75
India,IN,2019,3,BYD,1.0
India,IN,2019,3,EV charging,4.0
India,IN,2019,3,Tesla,28.2
India,IN,2019,3,electric car,10.2
India,IN,2019,3,electric vehicle,24.2
India,IN,2019,4,BYD,1.0
India,IN,2019,4,EV charging,2.75
India,IN,2019,4,Tesla,24.5
India,IN,2019,4,electric car,8.5
India,IN,2019,4,electric vehicle,21.75
India,IN,2019,5,BYD,1.0
India,IN,2019,5,EV charging,3.5
India,IN,2019,5,Tesla,29.75
India,IN,2019,5,electric car,9.25
India,IN,2019,5,electric vehicle,21.5
India,IN,2019,6,BYD,1.0
India,IN,2019,6,EV charging,5.0
India,IN,2019,6,Tesla,25.2
India,IN,2019,6,electric car,15.4
India,IN,2019,6,electric vehicle,31.0
India,IN,2019,7,BYD,1.0
India,IN,2019,7,EV charging,9.75
India,IN,2019,7,Tesla,33.25
India,IN,2019,7,electric car,35.25
India,IN,2019,7,electric vehicle,48.75
India,IN,2019,8,BYD,1.0
India,IN,2019,8,EV charging,7.75
India,IN,2019,8,Tesla,31.5
India,IN,2019,8,electric car,20.25
India,IN,2019,8,electric vehicle,40.5
India,IN,2019,9,BYD,1.2
India,IN,2019,9,EV charging,6.2
India,IN,2019,9,Tesla,31.2
India,IN,2019,9,electric car,17.4
India,IN,2019,9,electric vehicle,41.8
India,IN,2019,10,BYD,1.0
India,IN,2019,10,EV charging,6.25
India,IN,2019,10,Tesla,28.75
India,IN,2019,10,electric car,16.25
India,IN,2019,10,electric vehicle,53.25
India,IN,2019,11,BYD,1.0
India,IN,2019,11,EV charging,6.25
India,IN,2019,11,Tesla,57.0
India,IN,2019,11,electric car,17.0
India,IN,2019,11,electric vehicle,38.25
India,IN,2019,12,BYD,1.0
India,IN,2019,12,EV charging,10.5
India,IN,2019,12,Tesla,35.17
India,IN,2019,12,electric car,18.83
India,IN,2019,12,electric vehicle,48.0
India,IN,2020,1,BYD,1.0
India,IN,2020,1,EV charging,21.75
India,IN,2020,1,Tesla,24.0
India,IN,2020,1,electric car,14.5
India,IN,2020,1,electric vehicle,84.75
India,IN,2020,2,BYD,0.75
India,IN,2020,2,EV charging,22.25
India,IN,2020,2,Tesla,29.0
India,IN,2020,2,electric car,15.5
India,IN,2020,2,electric vehicle,84.25
India,IN,2020,3,BYD,0.6
India,IN,2020,3,EV charging,10.4
India,IN,2020,3,Tesla,21.4
India,IN,2020,3,electric car,8.4
India,IN,2020,3,electric vehicle,59.8
India,IN,2020,4,BYD,1.0
India,IN,2020,4,EV charging,8.25
India,IN,2020,4,Tesla,22.25
India,IN,2020,4,electric car,6.25
India,IN,2020,4,electric vehicle,49.75
India,IN,2020,5,BYD,0.4
India,IN,2020,5,EV charging,8.4
India,IN,2020,5,Tesla,25.0
India,IN,2020,5,electric car,7.0
India,IN,2020,5,electric vehicle,57.8
India,IN,2020,6,BYD,0.5
India,IN,2020,6,EV charging,13.75
India,IN,2020,6,Tesla,27.5
India,IN,2020,6,electric car,9.0
India,IN,2020,6,electric vehicle,57.5
India,IN,2020,7,BYD,0.0
India,IN,2020,7,EV charging,16.25
India,IN,2020,7,Tesla,39.0
India,IN,2020,7,electric car,11.25
India,IN,2020,7,electric vehicle,55.5
India,IN,2020,8,BYD,0.4
India,IN,2020,8,EV charging,16.4
India,IN,2020,8,Tesla,36.2
India,IN,2020,8,electric car,11.4
India,IN,2020,8,electric vehicle,73.0
India,IN,2020,9,BYD,0.0
India,IN,2020,9,EV charging,18.5
India,IN,2020,9,Tesla,39.0
India,IN,2020,9,electric car,11.0
India,IN,2020,9,electric vehicle,68.5
India,IN,2020,10,BYD,0.0
India,IN,2020,10,EV charging,17.0
India,IN,2020,10,Tesla,29.25
India,IN,2020,10,electric car,11.5
India,IN,2020,10,electric vehicle,73.5
India,IN,2020,11,BYD,0.4
India,IN,2020,11,EV charging,23.0
India,IN,2020,11,Tesla,33.8
India,IN,2020,11,electric car,12.4
India,IN,2020,11,electric vehicle,76.0
India,IN,2020,12,BYD,0.8
India,IN,2020,12,EV charging,23.4
India,IN,2020,12,Tesla,54.8
India,IN,2020,12,electric car,13.6
India,IN,2020,12,electric vehicle,76.2
India,IN,2021,1,BYD,0.0
India,IN,2021,1,EV charging,18.4
India,IN,2021,1,Tesla,55.4
India,IN,2021,1,electric car,8.6
India,IN,2021,1,electric vehicle,49.2
India,IN,2021,2,BYD,0.0
India,IN,2021,2,EV charging,23.5
India,IN,2021,2,Tesla,25.0
India,IN,2021,2,electric car,10.0
India,IN,2021,2,electric vehicle,66.0
India,IN,2021,3,BYD,0.0
India,IN,2021,3,EV charging,17.5
India,IN,2021,3,Tesla,21.75
India,IN,2021,3,electric car,8.25
India,IN,2021,3,electric vehicle,58.25
